source,drill_id,raw_path,output_path,image_width,foreground_left,crop_start_green,head_end_blue,crop_end_exclusive,available_len,left_pad,output_shape
data_5fold,1823,datasets\original\data_5fold\fold_0\train\normal\drill-1823-3.0000_37_37_296-6.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1823-3.0000_37_37_296-6.raw,296,28,102,125,126,24,0,"24,37,37"
data_5fold,1824,datasets\original\data_5fold\fold_0\train\normal\drill-1824-3.0000_37_37_296-6.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1824-3.0000_37_37_296-6.raw,296,28,96,119,120,24,0,"24,37,37"
data_5fold,1826,datasets\original\data_5fold\fold_0\train\normal\drill-1826-3.0000_37_37_296-6.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1826-3.0000_37_37_296-6.raw,296,28,97,120,121,24,0,"24,37,37"
data_5fold,1830,datasets\original\data_5fold\fold_0\train\normal\drill-1830-3.0000_37_37_296-6.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1830-3.0000_37_37_296-6.raw,296,28,96,119,120,24,0,"24,37,37"
data_5fold,1835,datasets\original\data_5fold\fold_0\train\normal\drill-1835-3.0000_37_37_296-6.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1835-3.0000_37_37_296-6.raw,296,28,96,119,120,24,0,"24,37,37"
data_5fold,1839,datasets\original\data_5fold\fold_0\train\normal\drill-1839-3.0000_37_37_296-6.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1839-3.0000_37_37_296-6.raw,296,28,95,118,119,24,0,"24,37,37"
data_5fold,1841,datasets\original\data_5fold\fold_0\train\normal\drill-1841-3.0000_37_37_296-6.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1841-3.0000_37_37_296-6.raw,296,28,90,113,114,24,0,"24,37,37"
data_5fold,1843,datasets\original\data_5fold\fold_0\train\normal\drill-1843-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1843-3.0000_37_37_296-9.raw,296,27,95,118,119,24,0,"24,37,37"
data_5fold,1849,datasets\original\data_5fold\fold_0\train\normal\drill-1849-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1849-3.0000_37_37_296-9.raw,296,27,95,118,119,24,0,"24,37,37"
data_5fold,1851,datasets\original\data_5fold\fold_0\train\normal\drill-1851-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1851-3.0000_37_37_296-9.raw,296,27,95,118,119,24,0,"24,37,37"
data_5fold,1852,datasets\original\data_5fold\fold_0\train\normal\drill-1852-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1852-3.0000_37_37_296-9.raw,296,27,92,115,116,24,0,"24,37,37"
data_5fold,1856,datasets\original\data_5fold\fold_0\train\normal\drill-1856-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1856-3.0000_37_37_296-9.raw,296,27,96,119,120,24,0,"24,37,37"
data_5fold,1857,datasets\original\data_5fold\fold_0\train\normal\drill-1857-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1857-3.0000_37_37_296-9.raw,296,27,96,119,120,24,0,"24,37,37"
data_5fold,1859,datasets\original\data_5fold\fold_0\train\normal\drill-1859-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1859-3.0000_37_37_296-9.raw,296,27,100,123,124,24,0,"24,37,37"
data_5fold,1860,datasets\original\data_5fold\fold_0\train\normal\drill-1860-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1860-3.0000_37_37_296-9.raw,296,27,96,119,120,24,0,"24,37,37"
data_5fold,1863,datasets\original\data_5fold\fold_0\train\normal\drill-1863-3.0000_37_37_296-9.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1863-3.0000_37_37_296-9.raw,296,27,98,121,122,24,0,"24,37,37"
data_5fold,1866,datasets\original\data_5fold\fold_0\train\normal\drill-1866-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1866-3.0000_37_37_296-10.raw,296,26,93,116,117,24,0,"24,37,37"
data_5fold,1868,datasets\original\data_5fold\fold_0\train\normal\drill-1868-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1868-3.0000_37_37_296-10.raw,296,26,93,116,117,24,0,"24,37,37"
data_5fold,1870,datasets\original\data_5fold\fold_0\train\normal\drill-1870-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1870-3.0000_37_37_296-10.raw,296,26,95,118,119,24,0,"24,37,37"
data_5fold,1872,datasets\original\data_5fold\fold_0\train\normal\drill-1872-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1872-3.0000_37_37_296-10.raw,296,26,94,117,118,24,0,"24,37,37"
data_5fold,1874,datasets\original\data_5fold\fold_0\train\normal\drill-1874-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1874-3.0000_37_37_296-10.raw,296,26,94,117,118,24,0,"24,37,37"
data_5fold,1876,datasets\original\data_5fold\fold_0\train\normal\drill-1876-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1876-3.0000_37_37_296-10.raw,296,26,97,120,121,24,0,"24,37,37"
data_5fold,1879,datasets\original\data_5fold\fold_0\train\normal\drill-1879-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1879-3.0000_37_37_296-10.raw,296,26,94,117,118,24,0,"24,37,37"
data_5fold,1881,datasets\original\data_5fold\fold_0\train\normal\drill-1881-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1881-3.0000_37_37_296-10.raw,296,26,98,121,122,24,0,"24,37,37"
data_5fold,1883,datasets\original\data_5fold\fold_0\train\normal\drill-1883-3.0000_37_37_296-10.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1883-3.0000_37_37_296-10.raw,296,26,98,121,122,24,0,"24,37,37"
data_5fold,1885,datasets\original\data_5fold\fold_0\train\normal\drill-1885-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1885-3.0000_37_37_296-7.raw,296,26,97,120,121,24,0,"24,37,37"
data_5fold,1890,datasets\original\data_5fold\fold_0\train\normal\drill-1890-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1890-3.0000_37_37_296-7.raw,296,26,98,121,122,24,0,"24,37,37"
data_5fold,1892,datasets\original\data_5fold\fold_0\train\normal\drill-1892-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1892-3.0000_37_37_296-7.raw,296,26,94,117,118,24,0,"24,37,37"
data_5fold,1893,datasets\original\data_5fold\fold_0\train\normal\drill-1893-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1893-3.0000_37_37_296-7.raw,296,26,95,118,119,24,0,"24,37,37"
data_5fold,1894,datasets\original\data_5fold\fold_0\train\normal\drill-1894-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1894-3.0000_37_37_296-7.raw,296,26,97,120,121,24,0,"24,37,37"
data_5fold,1895,datasets\original\data_5fold\fold_0\train\normal\drill-1895-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1895-3.0000_37_37_296-7.raw,296,26,96,119,120,24,0,"24,37,37"
data_5fold,1897,datasets\original\data_5fold\fold_0\train\normal\drill-1897-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1897-3.0000_37_37_296-7.raw,296,26,97,120,121,24,0,"24,37,37"
data_5fold,1898,datasets\original\data_5fold\fold_0\train\normal\drill-1898-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1898-3.0000_37_37_296-7.raw,296,26,98,121,122,24,0,"24,37,37"
data_5fold,1900,datasets\original\data_5fold\fold_0\train\normal\drill-1900-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1900-3.0000_37_37_296-7.raw,296,26,102,125,126,24,0,"24,37,37"
data_5fold,1908,datasets\original\data_5fold\fold_0\train\normal\drill-1908-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1908-3.0000_37_37_296-7.raw,296,26,95,118,119,24,0,"24,37,37"
data_5fold,1909,datasets\original\data_5fold\fold_0\train\normal\drill-1909-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1909-3.0000_37_37_296-7.raw,296,26,96,119,120,24,0,"24,37,37"
data_5fold,1910,datasets\original\data_5fold\fold_0\train\normal\drill-1910-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1910-3.0000_37_37_296-7.raw,296,26,101,124,125,24,0,"24,37,37"
data_5fold,1913,datasets\original\data_5fold\fold_0\train\normal\drill-1913-3.0000_37_37_296-7.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1913-3.0000_37_37_296-7.raw,296,26,96,119,120,24,0,"24,37,37"
data_5fold,1917,datasets\original\data_5fold\fold_0\train\normal\drill-1917-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1917-3.0000_37_37_296-8.raw,296,26,96,119,120,24,0,"24,37,37"
data_5fold,1918,datasets\original\data_5fold\fold_0\train\normal\drill-1918-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1918-3.0000_37_37_296-8.raw,296,26,93,116,117,24,0,"24,37,37"
data_5fold,1921,datasets\original\data_5fold\fold_0\train\normal\drill-1921-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1921-3.0000_37_37_296-8.raw,296,26,95,118,119,24,0,"24,37,37"
data_5fold,1923,datasets\original\data_5fold\fold_0\train\normal\drill-1923-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1923-3.0000_37_37_296-8.raw,296,26,95,118,119,24,0,"24,37,37"
data_5fold,1926,datasets\original\data_5fold\fold_0\train\normal\drill-1926-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1926-3.0000_37_37_296-8.raw,296,26,95,118,119,24,0,"24,37,37"
data_5fold,1928,datasets\original\data_5fold\fold_0\train\normal\drill-1928-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1928-3.0000_37_37_296-8.raw,296,26,100,123,124,24,0,"24,37,37"
data_5fold,1929,datasets\original\data_5fold\fold_0\train\normal\drill-1929-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1929-3.0000_37_37_296-8.raw,296,26,99,122,123,24,0,"24,37,37"
data_5fold,1934,datasets\original\data_5fold\fold_0\train\normal\drill-1934-3.0000_37_37_296-8.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1934-3.0000_37_37_296-8.raw,296,26,95,118,119,24,0,"24,37,37"
data_5fold,1946,datasets\original\data_5fold\fold_0\train\normal\drill-1946-3.4580_37_37_296-34.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1946-3.4580_37_37_296-34.raw,296,25,76,99,100,24,0,"24,37,37"
data_5fold,1951,datasets\original\data_5fold\fold_0\train\normal\drill-1951-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1951-3.4580_37_37_296-14.raw,296,20,59,82,83,24,0,"24,37,37"
data_5fold,1952,datasets\original\data_5fold\fold_0\train\normal\drill-1952-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1952-3.4580_37_37_296-14.raw,296,20,60,83,84,24,0,"24,37,37"
data_5fold,1957,datasets\original\data_5fold\fold_0\train\normal\drill-1957-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1957-3.4580_37_37_296-14.raw,296,20,66,89,90,24,0,"24,37,37"
data_5fold,1960,datasets\original\data_5fold\fold_0\train\normal\drill-1960-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1960-3.4580_37_37_296-14.raw,296,20,65,88,89,24,0,"24,37,37"
data_5fold,1961,datasets\original\data_5fold\fold_0\train\normal\drill-1961-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1961-3.4580_37_37_296-14.raw,296,20,63,86,87,24,0,"24,37,37"
data_5fold,1962,datasets\original\data_5fold\fold_0\train\normal\drill-1962-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1962-3.4580_37_37_296-14.raw,296,20,65,88,89,24,0,"24,37,37"
data_5fold,1963,datasets\original\data_5fold\fold_0\train\normal\drill-1963-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1963-3.4580_37_37_296-14.raw,296,20,63,86,87,24,0,"24,37,37"
data_5fold,1964,datasets\original\data_5fold\fold_0\train\normal\drill-1964-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1964-3.4580_37_37_296-14.raw,296,20,64,87,88,24,0,"24,37,37"
data_5fold,1966,datasets\original\data_5fold\fold_0\train\normal\drill-1966-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1966-3.4580_37_37_296-14.raw,296,20,65,88,89,24,0,"24,37,37"
data_5fold,1967,datasets\original\data_5fold\fold_0\train\normal\drill-1967-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1967-3.4580_37_37_296-14.raw,296,20,63,86,87,24,0,"24,37,37"
data_5fold,1968,datasets\original\data_5fold\fold_0\train\normal\drill-1968-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1968-3.4580_37_37_296-14.raw,296,20,65,88,89,24,0,"24,37,37"
data_5fold,1970,datasets\original\data_5fold\fold_0\train\normal\drill-1970-3.4580_37_37_296-14.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1970-3.4580_37_37_296-14.raw,296,20,68,91,92,24,0,"24,37,37"
data_5fold,1986,datasets\original\data_5fold\fold_0\train\normal\drill-1986-3.4580_37_37_296-12.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1986-3.4580_37_37_296-12.raw,296,20,63,86,87,24,0,"24,37,37"
data_5fold,1996,datasets\original\data_5fold\fold_0\train\normal\drill-1996-3.4580_37_37_296-13.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1996-3.4580_37_37_296-13.raw,296,20,65,88,89,24,0,"24,37,37"
data_5fold,1998,datasets\original\data_5fold\fold_0\train\normal\drill-1998-3.4580_37_37_296-13.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1998-3.4580_37_37_296-13.raw,296,20,63,86,87,24,0,"24,37,37"
data_5fold,1999,datasets\original\data_5fold\fold_0\train\normal\drill-1999-3.4580_37_37_296-13.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-1999-3.4580_37_37_296-13.raw,296,20,63,86,87,24,0,"24,37,37"
data_5fold,2007,datasets\original\data_5fold\fold_0\train\normal\drill-2007-3.4580_37_37_296-13.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2007-3.4580_37_37_296-13.raw,296,20,63,86,87,24,0,"24,37,37"
data_5fold,2012,datasets\original\data_5fold\fold_0\train\normal\drill-2012-3.4580_37_37_296-15.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2012-3.4580_37_37_296-15.raw,296,21,64,87,88,24,0,"24,37,37"
data_5fold,2024,datasets\original\data_5fold\fold_0\train\normal\drill-2024-3.4580_37_37_296-15.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2024-3.4580_37_37_296-15.raw,296,21,64,87,88,24,0,"24,37,37"
data_5fold,2035,datasets\original\data_5fold\fold_0\train\normal\drill-2035-3.4580_37_37_296-16.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2035-3.4580_37_37_296-16.raw,296,29,71,94,95,24,0,"24,37,37"
data_5fold,2036,datasets\original\data_5fold\fold_0\train\normal\drill-2036-3.4580_37_37_296-16.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2036-3.4580_37_37_296-16.raw,296,29,72,95,96,24,0,"24,37,37"
data_5fold,2047,datasets\original\data_5fold\fold_0\train\normal\drill-2047-3.4580_37_37_296-17.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2047-3.4580_37_37_296-17.raw,296,21,66,89,90,24,0,"24,37,37"
data_5fold,2078,datasets\original\data_5fold\fold_0\train\normal\drill-2078-3.4580_37_37_296-18.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2078-3.4580_37_37_296-18.raw,296,21,66,89,90,24,0,"24,37,37"
data_5fold,2084,datasets\original\data_5fold\fold_0\train\normal\drill-2084-3.4580_37_37_296-19.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2084-3.4580_37_37_296-19.raw,296,22,64,87,88,24,0,"24,37,37"
data_5fold,2087,datasets\original\data_5fold\fold_0\train\normal\drill-2087-3.4580_37_37_296-19.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2087-3.4580_37_37_296-19.raw,296,22,65,88,89,24,0,"24,37,37"
data_5fold,2098,datasets\original\data_5fold\fold_0\train\normal\drill-2098-3.4580_37_37_296-21.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2098-3.4580_37_37_296-21.raw,296,17,65,88,89,24,0,"24,37,37"
data_5fold,2100,datasets\original\data_5fold\fold_0\train\normal\drill-2100-3.4580_37_37_296-20.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2100-3.4580_37_37_296-20.raw,296,13,66,89,90,24,0,"24,37,37"
data_5fold,2102,datasets\original\data_5fold\fold_0\train\normal\drill-2102-3.4580_37_37_296-21.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2102-3.4580_37_37_296-21.raw,296,19,66,89,90,24,0,"24,37,37"
data_5fold,2103,datasets\original\data_5fold\fold_0\train\normal\drill-2103-3.4580_37_37_296-22.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2103-3.4580_37_37_296-22.raw,296,20,73,96,97,24,0,"24,37,37"
data_5fold,2104,datasets\original\data_5fold\fold_0\train\normal\drill-2104-3.4580_37_37_296-22.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2104-3.4580_37_37_296-22.raw,296,20,70,93,94,24,0,"24,37,37"
data_5fold,2105,datasets\original\data_5fold\fold_0\train\normal\drill-2105-3.4580_37_37_296-22.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2105-3.4580_37_37_296-22.raw,296,20,80,103,104,24,0,"24,37,37"
data_5fold,2107,datasets\original\data_5fold\fold_0\train\normal\drill-2107-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2107-3.4580_37_37_296-5.raw,296,21,65,88,89,24,0,"24,37,37"
data_5fold,2108,datasets\original\data_5fold\fold_0\train\normal\drill-2108-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2108-3.4580_37_37_296-5.raw,296,21,58,81,82,24,0,"24,37,37"
data_5fold,2115,datasets\original\data_5fold\fold_0\train\normal\drill-2115-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2115-3.4580_37_37_296-5.raw,296,21,65,88,89,24,0,"24,37,37"
data_5fold,2120,datasets\original\data_5fold\fold_0\train\normal\drill-2120-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2120-3.4580_37_37_296-5.raw,296,21,61,84,85,24,0,"24,37,37"
data_5fold,2121,datasets\original\data_5fold\fold_0\train\normal\drill-2121-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2121-3.4580_37_37_296-5.raw,296,21,65,88,89,24,0,"24,37,37"
data_5fold,2123,datasets\original\data_5fold\fold_0\train\normal\drill-2123-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2123-3.4580_37_37_296-5.raw,296,21,63,86,87,24,0,"24,37,37"
data_5fold,2124,datasets\original\data_5fold\fold_0\train\normal\drill-2124-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2124-3.4580_37_37_296-5.raw,296,21,65,88,89,24,0,"24,37,37"
data_5fold,2126,datasets\original\data_5fold\fold_0\train\normal\drill-2126-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2126-3.4580_37_37_296-5.raw,296,21,64,87,88,24,0,"24,37,37"
data_5fold,2129,datasets\original\data_5fold\fold_0\train\normal\drill-2129-3.4580_37_37_296-5.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2129-3.4580_37_37_296-5.raw,296,21,62,85,86,24,0,"24,37,37"
data_5fold,2133,datasets\original\data_5fold\fold_0\train\normal\drill-2133-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2133-3.4580_37_37_296-0.raw,296,27,67,90,91,24,0,"24,37,37"
data_5fold,2136,datasets\original\data_5fold\fold_0\train\normal\drill-2136-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2136-3.4580_37_37_296-0.raw,296,27,59,82,83,24,0,"24,37,37"
data_5fold,2138,datasets\original\data_5fold\fold_0\train\normal\drill-2138-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2138-3.4580_37_37_296-0.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2139,datasets\original\data_5fold\fold_0\train\normal\drill-2139-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2139-3.4580_37_37_296-0.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2140,datasets\original\data_5fold\fold_0\train\normal\drill-2140-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2140-3.4580_37_37_296-0.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2141,datasets\original\data_5fold\fold_0\train\normal\drill-2141-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2141-3.4580_37_37_296-0.raw,296,27,67,90,91,24,0,"24,37,37"
data_5fold,2143,datasets\original\data_5fold\fold_0\train\normal\drill-2143-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2143-3.4580_37_37_296-0.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2146,datasets\original\data_5fold\fold_0\train\normal\drill-2146-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2146-3.4580_37_37_296-0.raw,296,27,61,84,85,24,0,"24,37,37"
data_5fold,2147,datasets\original\data_5fold\fold_0\train\normal\drill-2147-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2147-3.4580_37_37_296-0.raw,296,27,58,81,82,24,0,"24,37,37"
data_5fold,2149,datasets\original\data_5fold\fold_0\train\normal\drill-2149-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2149-3.4580_37_37_296-0.raw,296,27,59,82,83,24,0,"24,37,37"
data_5fold,2150,datasets\original\data_5fold\fold_0\train\normal\drill-2150-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2150-3.4580_37_37_296-0.raw,296,27,61,84,85,24,0,"24,37,37"
data_5fold,2151,datasets\original\data_5fold\fold_0\train\normal\drill-2151-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2151-3.4580_37_37_296-0.raw,296,27,59,82,83,24,0,"24,37,37"
data_5fold,2152,datasets\original\data_5fold\fold_0\train\normal\drill-2152-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2152-3.4580_37_37_296-0.raw,296,27,63,86,87,24,0,"24,37,37"
data_5fold,2153,datasets\original\data_5fold\fold_0\train\normal\drill-2153-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2153-3.4580_37_37_296-0.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2154,datasets\original\data_5fold\fold_0\train\normal\drill-2154-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2154-3.4580_37_37_296-0.raw,296,27,63,86,87,24,0,"24,37,37"
data_5fold,2155,datasets\original\data_5fold\fold_0\train\normal\drill-2155-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2155-3.4580_37_37_296-0.raw,296,27,58,81,82,24,0,"24,37,37"
data_5fold,2157,datasets\original\data_5fold\fold_0\train\normal\drill-2157-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2157-3.4580_37_37_296-0.raw,296,27,58,81,82,24,0,"24,37,37"
data_5fold,2158,datasets\original\data_5fold\fold_0\train\normal\drill-2158-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2158-3.4580_37_37_296-0.raw,296,27,63,86,87,24,0,"24,37,37"
data_5fold,2159,datasets\original\data_5fold\fold_0\train\normal\drill-2159-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2159-3.4580_37_37_296-0.raw,296,27,58,81,82,24,0,"24,37,37"
data_5fold,2160,datasets\original\data_5fold\fold_0\train\normal\drill-2160-3.4580_37_37_296-0.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2160-3.4580_37_37_296-0.raw,296,27,62,85,86,24,0,"24,37,37"
data_5fold,2161,datasets\original\data_5fold\fold_0\train\normal\drill-2161-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2161-3.4580_37_37_296-3.raw,296,27,63,86,87,24,0,"24,37,37"
data_5fold,2162,datasets\original\data_5fold\fold_0\train\normal\drill-2162-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2162-3.4580_37_37_296-3.raw,296,27,59,82,83,24,0,"24,37,37"
data_5fold,2163,datasets\original\data_5fold\fold_0\train\normal\drill-2163-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2163-3.4580_37_37_296-3.raw,296,27,59,82,83,24,0,"24,37,37"
data_5fold,2165,datasets\original\data_5fold\fold_0\train\normal\drill-2165-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2165-3.4580_37_37_296-3.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2167,datasets\original\data_5fold\fold_0\train\normal\drill-2167-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2167-3.4580_37_37_296-3.raw,296,27,58,81,82,24,0,"24,37,37"
data_5fold,2168,datasets\original\data_5fold\fold_0\train\normal\drill-2168-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2168-3.4580_37_37_296-3.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2170,datasets\original\data_5fold\fold_0\train\normal\drill-2170-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2170-3.4580_37_37_296-3.raw,296,27,60,83,84,24,0,"24,37,37"
data_5fold,2171,datasets\original\data_5fold\fold_0\train\normal\drill-2171-3.4580_37_37_296-3.raw,datasets\head_24\data_5fold\fold_0\train\normal\drill-2171-3.4580_37_37_296-3.raw,296,27,58,81,82,24,0,"24,37,37"
